artist_name,track_name,track_id,album_name,album_id,release_date,duration_ms,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists
Nathaniel Bassey,Alagbada Ina (feat. Victoria Orenze),1lJlXs8viNMFRzQbr4TYKo,Alagbada Ina (feat. Victoria Orenze),7A9rwfo0fffXMyQuesY6w2,2017-04-07,269949,18,False,0.492,0.752,0,-4.601,1,0.0656,0.299,0.0,0.326,0.452,148.218,4,['Victoria Orenze']
Nathaniel Bassey,I Believe In You,1tdxHlXDjuCm2PgI1NTHRv,Someone's At The Door,7tmA7AWF5AsD8s74QnFmeL,2017-04-07,206785,18,False,0.238,0.0838,5,-14.268,1,0.0384,0.946,2.43e-05,0.128,0.413,78.196,3,[]
Nathaniel Bassey,Emi Mimo,2XUiEjDZu627rN02sKbEwb,Someone's At The Door,7tmA7AWF5AsD8s74QnFmeL,2017-04-07,272483,15,False,0.624,0.678,0,-6.457,1,0.0346,0.314,1.15e-06,0.107,0.529,119.89,4,[]
Nathaniel Bassey,Halleluyah,1u0F7JPbjkyVSO8cbleME9,Someone's At The Door,7tmA7AWF5AsD8s74QnFmeL,2017-04-07,354665,15,False,0.661,0.469,0,-9.885,1,0.0293,0.488,0.519,0.0581,0.187,120.017,4,[]
Nathaniel Bassey,When I Met Jesus (Trumpet Version),0w5uVdEYkqTVfiTv7wIbiV,Jesus: The Resurrection & the Life,2ZuDAvAdya2OEWNdFMtViZ,2018-12-02,242547,15,False,0.294,0.255,7,-9.52,1,0.0324,0.787,0.877,0.25,0.297,114.347,3,[]
Nathaniel Bassey,The Blood,11yrqW5bSa3amABqo9Xe6v,The Blood,6SRLpOetHRq9kvpLdfrVhc,2016-08-03,346462,13,False,0.588,0.515,7,-6.156,1,0.0255,0.325,0.0,0.195,0.286,135.977,4,[]
Nathaniel Bassey,All I Need,7FRJHTv2hMNIjXdeqCUnRZ,Someone's At The Door,7tmA7AWF5AsD8s74QnFmeL,2017-04-07,287007,14,False,0.548,0.128,8,-13.473,1,0.0335,0.947,0.0,0.109,0.314,112.222,4,[]
Nathaniel Bassey,I Love You / Ama Medley,1e1ZGySYFHq2gmJA9OKd5J,I Love You / Ama Medley,1zIsMb48u13PBq6F6KbZpp,2020-12-20,396684,13,False,0.275,0.267,0,-10.012,1,0.0281,0.875,4.1e-05,0.114,0.252,72.464,4,[]
Nathaniel Bassey,This God Is Too Good (feat. Micah Stampley),5ufu4R3ZpLeokTYHbvlJLb,This God Is Too Good (feat. Micah Stampley),1tbt7fcJPpHB4VxvMeFbrc,2015-08-27,374988,17,False,0.402,0.621,0,-6.653,1,0.0399,0.642,0.0,0.313,0.341,76.965,4,['Micah Stampley']
Nathaniel Bassey,Call on Me,2nVe8nupIbNG7UL0zsKTI4,Call on Me,6gMnsFpJxVHrBtTd0F27SW,2020-11-13,421598,10,False,0.6,0.771,0,-5.393,1,0.0372,0.0443,0.0,0.145,0.233,136.077,4,[]
Nathaniel Bassey,Nothing Without Love,5pVPJ75QLHIyKK7nPm7XMA,Someone's At The Door,7tmA7AWF5AsD8s74QnFmeL,2017-04-07,342831,13,False,0.724,0.287,0,-11.012,1,0.0405,0.808,0.000262,0.108,0.424,130.054,4,[]
Nathaniel Bassey,Halleluyah Eh,4Ci2iZHD2rEeMjpmGRSyiX,Green Worship 2.0,6Jse1gEBTt1UQGhO8MBwWR,2019-11-29,372030,5,False,0.552,0.799,0,-6.032,1,0.0533,0.131,0.0,0.508,0.362,144.016,4,[]
Nathaniel Bassey,Imela (Live) [feat. Enitan Adaba],4JEwzA1RF8OUuLAHY9kRdg,Green Worship 1.0 (Live),3C0d6kHPNfgTU9670QQtC8,2018-02-19,406498,8,False,0.451,0.462,6,-11.157,1,0.032,0.0152,1.94e-06,0.317,0.419,138.831,4,['Enitan Adaba']
Nathaniel Bassey,Yeshua Hamashiach,26i6YjkTW3OMObpR9TBTR3,Green Worship 4.0,4C18rGHHTOjL4OaUt9rSiF,2021-09-18,328625,10,False,0.401,0.78,9,-3.861,0,0.0419,0.0552,0.0,0.53,0.409,149.997,4,['Various Artists']
Nathaniel Bassey,Groovin’,4U952wffpOwPoAUYm9eayL,New Jazz Stew Project: Revelation,4FCTp4KLgCoTpXwS4OoUbg,2004-10-06,390680,0,False,0.587,0.811,9,-10.367,0,0.0518,0.201,0.891,0.188,0.545,112.99,4,[]
Nathaniel Bassey,Halleluya Eh - Live,3ifmkDsCrTTk1He0JhkJgl,Halleluya Eh (Live),4AXWuUOlp8KeH89wkWn9bC,2022-10-09,576900,0,False,0.463,0.704,5,-6.926,1,0.127,0.712,0.0,0.39,0.672,140.675,4,[]
Nathaniel Bassey,Powerful Worship,2fre7Ki1MBebwE0kWNSydk,Powerful Worship,2Bjc8sWDPry9VhBHXp7rQY,2020,3429680,3,False,0.337,0.594,10,-14.529,1,0.12,0.0304,0.0,0.489,0.354,139.21,4,[]
Nathaniel Bassey,Good Times,6kPjIrmVWeM75c4SA8e0Te,New Jazz Stew Project: Revelation,4FCTp4KLgCoTpXwS4OoUbg,2004-10-06,351507,0,False,0.599,0.687,10,-8.147,0,0.0328,0.0613,0.618,0.126,0.608,141.93,4,[]
Nathaniel Bassey,Yashua - Live,2eH9VfQQlVChtSEEGlpQG3,Yashua (Live),7KVcbK6BwDyDpIUlPI5oQu,2022-10-08,550400,0,False,0.304,0.507,10,-10.733,1,0.0538,0.0623,8.36e-06,0.111,0.225,140.915,4,[]
