artist_name,track_name,track_id,album_name,album_id,release_date,duration_ms,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,release_type,duration,release_day,release_month,release_year
Nathaniel Bassey,Ndum (My Life),4rjIjPrpDPIu2W8wwSB9Do,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:07:02.802000,45,False,0.379,0.556,D,-7.077,Major,0.0307,0.0635,0.0,0.112,0.214,108.002,4,MR M &REVELATION,Album,07:02,Saturday,February,2022
Nathaniel Bassey,Hallelujah Eh,1JXFG3l9X4Qu9unxomRr3p,Revival Flames,3ouj0BXXkGizxWYTtcPK3y,2017-05-08,0 days 00:04:24.411000,43,False,0.471,0.828,C,-4.339,Major,0.0456,0.00273,5.21e-06,0.248,0.121,147.911,4,,Album,04:24,Monday,May,2017
Nathaniel Bassey,Yahweh Yahweh,3xG60PE8aqTohdBvdukr5t,Hallelujah Again (Revelation 19:3),5HjyQX3GmSbNBL1bG3D6Gf,2021-04-01,0 days 00:06:50.151000,43,False,0.531,0.83,C,-4.762,Major,0.0466,0.032,0.0,0.237,0.244,140.01,4,Sinach,Album,06:50,Thursday,April,2021
Nathaniel Bassey,Hallelujah Chant - Live,3LaVX2NaBDE7pqzErYouEw,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:09:27.089000,43,False,0.221,0.735,F,-5.426,Major,0.0396,0.0726,0.0133,0.119,0.422,184.023,4,NTOKOZO MBAMBO,Live Album,09:27,Friday,March,2023
Nathaniel Bassey,Strong Tower,0Ob9BANAbDxXYTaq4jO0qI,Jesus: The Resurrection & the Life,2ZuDAvAdya2OEWNdFMtViZ,2018-12-02,0 days 00:06:42.973000,43,False,0.57,0.652,F,-5.888,Minor,0.0417,0.38,0.0,0.0918,0.756,163.958,4,Glenn Gwazai,Album,06:42,Sunday,December,2018
Nathaniel Bassey,Carry Me,6jDk3LoKeU6tVSAmV0gbsj,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:06:23.189000,42,False,0.53,0.692,A#/Bb,-5.612,Major,0.0311,0.37,0.000205,0.131,0.653,143.976,4,"BEMIGHO OMAYUKU, PAT AKEM-VINGIR",Album,06:23,Friday,November,2019
Nathaniel Bassey,Yeshua Hamashiach (Overture),3hbjwNtFbsRjjPA08oeSLS,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:07:58.665000,43,False,0.261,0.409,D,-10.256,Major,0.0361,0.0471,2.09e-05,0.107,0.0579,85.421,1,OYINKAN KOKU-BAZUAYE,Album,07:58,Saturday,February,2022
Nathaniel Bassey,All Power,3LZrMsidVgNT0OuLqo8dUv,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:04:43.435000,41,False,0.685,0.703,C,-5.344,Minor,0.0307,0.402,4.65e-06,0.254,0.591,123.924,4,,Album,04:43,Friday,November,2019
Nathaniel Bassey,The Champion (feat. Joe Mettle),7pYrYSKn5bGa1vwVuIV0Gr,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:06:58.377000,42,False,0.423,0.686,D#/Eb,-3.454,Major,0.0307,0.0452,0.0,0.179,0.423,115.976,4,Joe Mettle,Album,06:58,Monday,October,2016
Nathaniel Bassey,Take the Stage,0G22mmY3Dmx1sNoocaRUHL,Revival Flames,3ouj0BXXkGizxWYTtcPK3y,2017-05-08,0 days 00:03:20.150000,41,False,0.392,0.117,C,-9.996,Major,0.0405,0.936,7.76e-06,0.0942,0.214,133.471,3,,Album,03:20,Monday,May,2017
Nathaniel Bassey,Ese - Live,05OIc5vmKS9HZJPsGMqvVq,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:06:57.737000,43,False,0.339,0.459,C,-7.534,Major,0.0282,0.39,1.05e-06,0.171,0.135,131.881,4,AIDEE IME,Live Album,06:57,Friday,March,2023
Nathaniel Bassey,Exalted,5fzrSMisZDfevOeNYX3a7j,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:07:36.030000,40,False,0.213,0.514,D#/Eb,-6.343,Major,0.0293,0.0929,0.00233,0.0974,0.222,138.155,4,,Album,07:36,Saturday,February,2022
Nathaniel Bassey,The Son of God,0wI3bNUJr4Smig6mQLby5F,The Son of God (& Imela),17QFKUXHOJcDzNoDijDcXn,2014-12-01,0 days 00:05:04.813000,40,False,0.414,0.714,A#/Bb,-6.577,Major,0.035,0.0854,6.67e-06,0.252,0.495,176.008,3,,Album,05:04,Monday,December,2014
Nathaniel Bassey,Fountain of Mercy - Live,5BuX4vO2bce8LGIa16HHhE,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:08:08.719000,40,False,0.603,0.866,B,-5.696,Major,0.107,0.344,0.0,0.157,0.55,101.946,4,SINACH,Live Album,08:08,Friday,March,2023
Nathaniel Bassey,Elshaddai Adonai,2qRHCIZz2iARI5M2mMEp9P,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:08:41.413000,39,False,0.263,0.534,C,-6.915,Major,0.0367,0.0165,1.9e-06,0.0961,0.179,114.394,3,Ntokozo Mbambo,Album,08:41,Saturday,February,2022
Nathaniel Bassey,Glorious God (feat. Jumoke Oshoboke),1Ygs7AhvejgsZJKhbdQrJT,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:03:10.694000,39,False,0.263,0.3,D#/Eb,-7.826,Major,0.0318,0.868,0.0,0.178,0.289,63.112,5,Jumoke Oshoboke,Album,03:10,Monday,October,2016
Nathaniel Bassey,Righteous One,2Snwi51v6uwSQ464UTCFrB,Hallelujah Again (Revelation 19:3),5HjyQX3GmSbNBL1bG3D6Gf,2021-04-01,0 days 00:08:09.177000,39,False,0.429,0.293,C,-9.286,Major,0.0276,0.329,1.5e-05,0.133,0.109,58.474,4,Victoria Orenze,Album,08:09,Thursday,April,2021
Nathaniel Bassey,Lift up Your Heads (Pslam 24),4LbMfAXzksC2Vjb5oCTYg5,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:05:39.219000,39,False,0.265,0.693,E,-6.461,Major,0.0459,0.00025,3.31e-06,0.319,0.0835,121.326,4,,Album,05:39,Saturday,February,2022
Nathaniel Bassey,Mercy Declaration - Live,0DfthCocZ8abZC5qPPaOrn,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:02:41.146000,39,False,0.361,0.378,B,-12.323,Minor,0.0361,0.77,0.0,0.359,0.332,76.505,4,,Live Album,02:41,Friday,March,2023
Nathaniel Bassey,Hallelujah Anthem - Live,5b2s1u57L7RO97gpBGEWYm,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:08:30.363000,38,False,0.282,0.634,G#/Ab,-6.687,Major,0.0328,0.112,0.000133,0.0822,0.186,95.782,4,,Live Album,08:30,Friday,March,2023
Nathaniel Bassey,Worthy Is the Lamb (Hallelujah Challenge Praise Medley 2),5kZvQyDPB33N9yb99rdc3V,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:10:28.354000,38,False,0.519,0.905,C,-4.771,Major,0.055,0.0462,0.0,0.226,0.559,156.012,4,,Album,10:28,Saturday,February,2022
Nathaniel Bassey,Hallelujah Praise The Lord - Live,3wdiiUckGIUrdOzh0vPUTI,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:12:37.611000,37,False,0.383,0.652,D,-6.682,Major,0.0372,0.0839,0.000125,0.319,0.111,135.947,4,WILLIAM MCDOWELL,Live Album,12:37,Friday,March,2023
Nathaniel Bassey,The Lord Is My Light (Psalm 27),0DXou2WsfAgqrX8Z9Apmo9,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:09:03.336000,36,False,0.646,0.904,C,-5.71,Minor,0.0561,0.0374,0.00797,0.781,0.59,112.003,4,,Album,09:03,Saturday,February,2022
Nathaniel Bassey,You Are Here,2beGK5IyCejCk4JKghOBE7,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:07:00.866000,36,False,0.209,0.539,B,-7.067,Minor,0.0339,0.366,0.0,0.133,0.103,133.468,4,Ntokozo Mbambo,Album,07:00,Saturday,February,2022
Nathaniel Bassey,Casting Crowns,2AXoz82FM7qwhFwEKztGdm,The Son of God (& Imela),17QFKUXHOJcDzNoDijDcXn,2014-12-01,0 days 00:06:34.031000,39,False,0.516,0.493,F,-8.344,Major,0.0264,0.0119,0.00104,0.139,0.168,139.953,4,,Album,06:34,Monday,December,2014
Nathaniel Bassey,Great and Marvelous (feat. Onos Ariyo),12qPgIITU27vSS6OYaous2,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:02:02.279000,36,False,0.467,0.936,F,-2.608,Major,0.228,0.589,0.0,0.129,0.692,172.189,4,Onos Ariyo,Album,02:02,Monday,October,2016
Nathaniel Bassey,The King Is Coming,6tZEEpjjHedF5VCusmaxdL,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:06:05.660000,35,False,0.716,0.743,C,-5.815,Minor,0.0375,0.301,3.67e-06,0.0701,0.864,82.001,4,,Album,06:05,Friday,November,2019
Nathaniel Bassey,Like a Symphony (Live),5hDRdQmmewFPNhU19AnVjl,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:08:43.657000,35,False,0.483,0.788,A#/Bb,-5.846,Major,0.0339,0.000405,0.000403,0.368,0.292,78.003,4,,Album,08:43,Saturday,February,2022
Nathaniel Bassey,Jesus (Live),295cQNU49KVdeRTsTSt3jA,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:07:31.620000,35,False,0.247,0.64,G#/Ab,-6.388,Major,0.0329,0.0118,0.000514,0.266,0.1,108.197,4,Ada Ehi,Album,07:31,Saturday,February,2022
Nathaniel Bassey,Adonai (Trumpet Version),2hi2Nzw40vfs62bx9arTIc,Names of God,3WCZbOcvzRlzyEnRVPtKQF,2022-02-05,0 days 00:08:31.953000,33,False,0.234,0.703,C,-5.903,Major,0.0353,0.00151,0.824,0.331,0.0884,130.046,3,,Album,08:31,Saturday,February,2022
Nathaniel Bassey,Hallelujah Praise The Lord Overflow - Live,6ucOS2rYZYE5IoZzWyzR4Y,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:10:39.594000,34,False,0.178,0.276,E,-11.873,Minor,0.031,0.561,0.000113,0.107,0.0519,88.049,4,WILLIAM MCDOWELL,Live Album,10:39,Friday,March,2023
Nathaniel Bassey,I've Come to Worship,0wjDb9VXGN3YorfLKNHbTv,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:03:01.891000,35,False,0.437,0.241,C#/Db,-8.226,Minor,0.0281,0.898,8.01e-06,0.114,0.178,107.697,3,,Album,03:01,Monday,October,2016
Nathaniel Bassey,You Are Holy,4RMbIqcWkxgoilODIW2nEy,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:07:30.475000,33,False,0.404,0.549,D#/Eb,-6.232,Major,0.0309,0.402,0.0,0.0806,0.25,106.116,4,"Mahalia Buchanan, Joe Mettle",Album,07:30,Friday,November,2019
Nathaniel Bassey,Jehovah Nissi,782iWBdRB3utjkDHNXiBRQ,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:07:25.730000,33,False,0.481,0.736,C,-4.889,Major,0.0382,0.0138,0.0,0.07,0.564,167.919,4,,Album,07:25,Friday,November,2019
Nathaniel Bassey,Wonderful Wonder (feat. Lovesong),2auHxwzpXs9bD9ElULGlTM,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:05:33.531000,34,False,0.444,0.749,F,-5.019,Major,0.132,0.339,0.0,0.0853,0.41,172.038,4,Love Song,Album,05:33,Monday,October,2016
Nathaniel Bassey,Sound of Many Waters - Live,1kPSZxzOSZHFZYawEfV1Ck,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:11:06.885000,35,False,0.376,0.843,D,-6.173,Minor,0.112,0.0161,3.88e-05,0.903,0.351,168.082,4,NQUBEKO MBATHA,Live Album,11:06,Friday,March,2023
Nathaniel Bassey,We Honour You - Live,4gITBZqCcnv9udpMVE2AbJ,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:11:55.785000,34,False,0.277,0.671,D,-6.029,Major,0.0342,0.0163,0.00769,0.25,0.178,135.984,3,,Live Album,11:55,Friday,March,2023
Nathaniel Bassey,Awamaridi,1DO2LeBeYHpgOoOqMc3g9X,Jesus: The Resurrection & the Life,2ZuDAvAdya2OEWNdFMtViZ,2018-12-02,0 days 00:08:46.587000,32,False,0.327,0.36,C,-8.107,Minor,0.031,0.858,5.81e-05,0.114,0.192,127.87,4,"Tomi Favored, Tope Alabi",Album,08:46,Sunday,December,2018
Nathaniel Bassey,You Deserve the Glory / No One,0dcmP51Q5OOA9Zi3krdcAU,The Son of God (& Imela),17QFKUXHOJcDzNoDijDcXn,2014-12-01,0 days 00:06:06.820000,30,False,0.206,0.306,A#/Bb,-10.49,Minor,0.0322,0.877,0.000123,0.112,0.108,85.279,3,,Album,06:06,Monday,December,2014
Nathaniel Bassey,Let Your Fire Fall - Live,4ENojSKMZWaRsuksnbw57k,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:15:36.854000,33,False,0.316,0.638,C,-7.146,Major,0.0478,0.376,0.0,0.0815,0.181,127.884,4,VICTORIA ORENZE,Live Album,15:36,Friday,March,2023
Nathaniel Bassey,Celebrate Jesus (feat. Onos Ariyo),3Elx2jdT9Ww9ZNoHndZnDV,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:03:42.563000,30,False,0.551,0.725,G,-4.069,Minor,0.199,0.169,0.0,0.0736,0.899,171.889,4,Onos Ariyo,Album,03:42,Monday,October,2016
Nathaniel Bassey,Abba Father,4Kj6tfC6ZeGwPg79c3ASzp,Revival Flames,3ouj0BXXkGizxWYTtcPK3y,2017-05-08,0 days 00:04:13.179000,31,False,0.636,0.48,C,-8.652,Major,0.0315,0.572,1.42e-05,0.152,0.529,148.026,4,,Album,04:13,Monday,May,2017
Nathaniel Bassey,I Will Dance,52BBVJxsevDdwV8QkBayRC,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:03:50.435000,30,False,0.705,0.613,C#/Db,-7.811,Major,0.0379,0.451,1.28e-06,0.111,0.394,89.91,4,Jumoke Oshoboke,Album,03:50,Friday,November,2019
Nathaniel Bassey,Hallelujah Challenge Worship Medley,3N60U5RGbcbANKbUxOMyYn,Hallelujah Again (Revelation 19:3),5HjyQX3GmSbNBL1bG3D6Gf,2021-04-01,0 days 00:10:41.810000,33,False,0.246,0.677,C,-5.456,Major,0.0345,0.0535,3.91e-06,0.173,0.264,135.575,3,,Album,10:41,Thursday,April,2021
Nathaniel Bassey,There is a Sound - Live,2XOPCj93C7u79aA1C2TsX7,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:06:16.143000,32,False,0.582,0.841,C,-5.382,Major,0.04,0.0131,0.00033,0.357,0.417,132.021,4,,Live Album,06:16,Friday,March,2023
Nathaniel Bassey,Deserving - Live,2n4L40qah2hFVMbmzawo82,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:11:55.738000,33,False,0.413,0.622,F,-5.407,Major,0.0317,0.104,0.000128,0.113,0.248,121.885,3,"NTOKOZO MBAMBO, MERCY CHINWO BLESSED",Live Album,11:55,Friday,March,2023
Nathaniel Bassey,I Remember,78bQIeMrsdfpiqT6WBlnrO,Hallelujah Again (Revelation 19:3),5HjyQX3GmSbNBL1bG3D6Gf,2021-04-01,0 days 00:08:56.588000,31,False,0.568,0.511,A,-6.942,Major,0.0326,0.336,3.45e-05,0.359,0.123,119.908,4,,Album,08:56,Thursday,April,2021
Nathaniel Bassey,Glory and Honour - Live,3MFEhJkspyNLDp4wYjG6qq,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:07:56.890000,32,False,0.415,0.84,G#/Ab,-6.647,Minor,0.0699,0.072,2.66e-06,0.0936,0.749,114.012,4,ABIGAIL BASSEY,Live Album,07:56,Friday,March,2023
Nathaniel Bassey,So Good,3llNavHvRvC78drvJQQQeq,Hallelujah Again (Revelation 19:3),5HjyQX3GmSbNBL1bG3D6Gf,2021-04-01,0 days 00:08:16.756000,31,False,0.382,0.791,F,-5.666,Major,0.0496,0.302,0.0,0.168,0.674,110.002,4,Ada Ehi,Album,08:16,Thursday,April,2021
Nathaniel Bassey,Like a Symphony (feat. Unwana Bassey & Jumoke Oshoboke),0N2foBDL3BXAtF2IfJyGhE,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:07:01.381000,29,False,0.236,0.591,G#/Ab,-4.864,Major,0.031,0.396,1.89e-06,0.298,0.129,155.884,4,"Unwana Bassey, Jumoke Oshoboke",Album,07:01,Monday,October,2016
Nathaniel Bassey,Holy,7vzRnIHKq0te1GTgnRIdVw,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:07:32.387000,29,False,0.409,0.499,G#/Ab,-6.423,Major,0.0291,0.244,0.0113,0.136,0.12,127.667,4,Jumoke Oshoboke,Album,07:32,Friday,November,2019
Nathaniel Bassey,So Beautiful - Live,7xGi6p5lR4jxFkz5frLNHF,HALLELUJAH LIVE,5xe3knii9RbZzikwkiIqBY,2023-03-24,0 days 00:07:55.068000,32,False,0.29,0.693,C,-6.266,Major,0.0373,0.187,2.29e-05,0.302,0.261,147.843,4,,Live Album,07:55,Friday,March,2023
Nathaniel Bassey,The Blood,1XUakNASeQeWppsFZHrLXI,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:05:47.638000,32,False,0.586,0.526,G,-5.737,Major,0.0249,0.14,0.0,0.198,0.289,136.097,4,,Album,05:47,Monday,October,2016
Nathaniel Bassey,Hungry for You,4FjJXpLRpqmZt26AfTMMQo,Hallelujah Again (Revelation 19:3),5HjyQX3GmSbNBL1bG3D6Gf,2021-04-01,0 days 00:07:33.831000,29,False,0.37,0.399,A,-9.32,Major,0.0429,0.505,4.6e-05,0.138,0.1,78.946,4,,Album,07:33,Thursday,April,2021
Nathaniel Bassey,No Other God (feat. Lovesong),71PLBLeiXRBW4Y2S0xsQgg,The Son of God (& Imela),17QFKUXHOJcDzNoDijDcXn,2014-12-01,0 days 00:05:41.068000,30,False,0.552,0.343,D#/Eb,-7.598,Minor,0.0326,0.86,0.0,0.0656,0.281,109.834,4,Love Song,Album,05:41,Monday,December,2014
Nathaniel Bassey,Thank You Lord,6rLl6FmJdQQTRoXdJw1nLh,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:05:12.355000,29,False,0.7,0.0798,G#/Ab,-16.348,Major,0.0512,0.711,0.0,0.142,0.298,126.067,4,,Album,05:12,Friday,November,2019
Nathaniel Bassey,Elshaddai (feat. Olumide Iyun),1O9xngNP5ElIsUqyQIntsI,Revival Flames,3ouj0BXXkGizxWYTtcPK3y,2017-05-08,0 days 00:04:59.442000,29,False,0.417,0.298,D,-8.22,Major,0.0295,0.796,0.0,0.0849,0.157,109.979,4,Olumide Iyun,Album,04:59,Monday,May,2017
Nathaniel Bassey,He Has Prevailed,7Lwqo1exdYeCjzM33SJpCe,The King Is Coming,1zi8tByoRTWt088vDbI6OG,2019-11-29,0 days 00:07:00.841000,29,False,0.412,0.525,D#/Eb,-5.602,Major,0.029,0.38,9.75e-05,0.394,0.106,115.762,4,ESE CHEKWA,Album,07:00,Friday,November,2019
Nathaniel Bassey,Oh Jehovah,0xnYO0vnTFItlU7kNAPygD,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:03:51.549000,30,False,0.489,0.219,F,-7.967,Major,0.0296,0.904,0.0,0.0881,0.249,70.365,4,,Album,03:51,Monday,October,2016
Nathaniel Bassey,Incredible Love (feat. Chris Morgan & Simpa Adaba),6FfULQbBi21vftYz7W8ZeH,Revival Flames,3ouj0BXXkGizxWYTtcPK3y,2017-05-08,0 days 00:05:46.880000,28,False,0.585,0.741,C#/Db,-5.419,Major,0.0453,0.525,1.26e-06,0.313,0.576,155.899,4,"Chris Morgan, Simpa Adaba",Album,05:46,Monday,May,2017
Nathaniel Bassey,What a Saviour,5FqZEDZ2z710F4mNAw2kw6,Hallelujah Again (Revelation 19:3),5HjyQX3GmSbNBL1bG3D6Gf,2021-04-01,0 days 00:10:30.864000,29,False,0.368,0.568,G#/Ab,-7.354,Major,0.0372,0.024,0.000322,0.107,0.197,151.954,4,,Album,10:30,Thursday,April,2021
Nathaniel Bassey,Someone's At The Door,2AU3VJhOLMxHwalHgKtybQ,Someone's At The Door,7tmA7AWF5AsD8s74QnFmeL,2017-04-07,0 days 00:04:33.789000,28,False,0.615,0.296,G,-9.93,Major,0.0359,0.546,0.0,0.0784,0.17,125.181,4,,Album,04:33,Friday,April,2017
Nathaniel Bassey,Onise Iyanu,6q5QFeGYL9fhmH9Qf0Yl3Z,Green Worship 3.0,26kQCGzw6LlMysgvoyLwAw,2020-09-19,0 days 00:04:35.885000,29,False,0.619,0.634,G,-6.484,Major,0.031,0.0782,0.0,0.437,0.279,80.041,4,,Unknown,04:35,Saturday,September,2020
Nathaniel Bassey,Wonderful Wonder,04RTQWoTLUNcIzBqlnpXdZ,Wonderful Wonder,32JB9skOJnLfvWdq8J2DVa,2023-02-17,0 days 00:04:53.779000,31,False,0.687,0.847,G,-4.756,Major,0.0693,0.313,0.0,0.237,0.73,99.966,4,,Single,04:53,Friday,February,2023
Nathaniel Bassey,We Bless Your Name,1LjUBsuPubGtT5eLdYwTXO,The Son of God (& Imela),17QFKUXHOJcDzNoDijDcXn,2014-12-01,0 days 00:04:14.813000,27,False,0.49,0.59,A#/Bb,-6.552,Minor,0.0282,0.168,0.0,0.104,0.258,106.045,4,,Album,04:14,Monday,December,2014
Nathaniel Bassey,Take Your Glory,6H6lrFFJGDrHUAQtRiEwI6,The Son of God (& Imela),17QFKUXHOJcDzNoDijDcXn,2014-12-01,0 days 00:04:51.973000,27,False,0.278,0.186,D#/Eb,-11.161,Major,0.0282,0.792,0.0,0.109,0.13,82.674,5,,Album,04:51,Monday,December,2014
Nathaniel Bassey,I Love You,5oi66r498CMvgO3Lt9T3Cy,This God Is Too Good,5RCbwQMe3LwArxqneTQMTg,2016-10-03,0 days 00:07:16.924000,28,False,0.388,0.383,F,-5.914,Major,0.0269,0.857,5.08e-05,0.102,0.17,108.225,4,,Album,07:16,Monday,October,2016
